Rank,Major_code,Major,Total,Men,Women,old,Major_category,Median,Space,ShareWomen,Sample_size,Employed,Full_time,Part_time,Full_time_year_round,Unemployed,Unemployment_rate,P25th,P75th,College_jobs,Non_college_jobs,Low_wage_jobs,Total_bin,temp,Median_bin,Histogram_column,midpoint
,,Counter and Rental Clerks,433927.7685,,,Sales and Related,"Cannot work remotely, non-essential",27300,Retail/Services,,,,,,,,,,,,,,,,,,
,,Parts Salespersons,257129.5429,,,Sales and Related,Job can be made virtual with institutional investments and planning,30400,Retail/Services,,,,,,,,,,,,,,,,,,
,,Retail Salespersons,4564700.232,,,Sales and Related,Job can be made virtual with institutional investments and planning,24400,Retail/Services,,,,,,,,,,,,,,,,,,
,,Advertising Sales Agents,158548.2921,,,Sales and Related,Job can be conducted virtually,51100,Office,,,,,,,,,,,,,,,,,,
,,Insurance Sales Agents,837528.3717,,,Sales and Related,Job can be conducted virtually,51300,Office,,,,,,,,,,,,,,,,,,
,,"Securities, Commodities, and Financial Services Sales Agents",449050.1098,,,Sales and Related,Job can be conducted virtually,63700,Office,,,,,,,,,,,,,,,,,,
,,Travel Agents,84358.05617,,,Sales and Related,Job can be conducted virtually,38200,Office,,,,,,,,,,,,,,,,,,
,,"Sales Representatives, Services, All Other",1156362.543,,,Sales and Related,Job can be conducted virtually,54200,Office,,,,,,,,,,,,,,,,,,
,,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",340183.8106,,,Sales and Related,Job can be made virtual with institutional investments and planning,79100,Office,,,,,,,,,,,,,,,,,,
,,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1437227.123,,,Sales and Related,Job can be made virtual with institutional investments and planning,57800,Office,,,,,,,,,,,,,,,,,,
,,Demonstrators and Product Promoters,100243.2985,,,Sales and Related,"Cannot work remotely, non-essential",30300,Retail/Services,,,,,,,,,,,,,,,,,,
,,Models,8190.801913,,,Sales and Related,Job can be made virtual with institutional investments and planning,31100,Other/Mixed,,,,,,,,,,,,,,,,,,
,,Real Estate Brokers,124868.9109,,,Sales and Related,Job can be made virtual with institutional investments and planning,60600,Office,,,,,,,,,,,,,,,,,,
,,Real Estate Sales Agents,443110.5969,,,Sales and Related,Job can be made virtual with institutional investments and planning,48700,Office,,,,,,,,,,,,,,,,,,
,,Sales Engineers,72066.25805,,,Sales and Related,Job can be conducted virtually,101400,Office,,,,,,,,,,,,,,,,,,
,,Telemarketers,176547.5469,,,Sales and Related,Job can be conducted virtually,25400,Office,,,,,,,,,,,,,,,,,,
,,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",68954.07736,,,Sales and Related,"Cannot work remotely, non-essential",25100,Retail/Services,,,,,,,,,,,,,,,,,,
,,"Sales and Related Workers, All Other",117209.3914,,,Sales and Related,Job can be conducted virtually,34400,Office,,,,,,,,,,,,,,,,,,
,,First-Line Supervisors of Office and Administrative Support Workers,1528857.85,,,Office and Admin Support,Job can be conducted virtually,55700,Retail/Services,,,,,,,,,,,,,,,,,,
,,"Switchboard Operators, Including Answering Service",73178.3008,,,Office and Admin Support,Job can be conducted virtually,29400,Office,,,,,,,,,,,,,,,,,,
,,Telephone Operators,5958.877157,,,Office and Admin Support,Job can be conducted virtually,37200,Office,,,,,,,,,,,,,,,,,,
,,"Communications Equipment Operators, All Other",10302.27923,,,Office and Admin Support,Job can be conducted virtually,41100,Office,,,,,,,,,,,,,,,,,,
,,Bill and Account Collectors,256277.4769,,,Office and Admin Support,Job can be conducted virtually,36100,Office,,,,,,,,,,,,,,,,,,
,,Billing and Posting Clerks,488770.365,,,Office and Admin Support,Job can be conducted virtually,37800,Institutional,,,,,,,,,,,,,,,,,,
,,"Bookkeeping, Accounting, and Auditing Clerks",1720301.278,,,Office and Admin Support,Job can be conducted virtually,40300,Office,,,,,,,,,,,,,,,,,,
,,Gaming Cage Workers,18549.38812,,,Office and Admin Support,"Cannot work remotely, non-essential",27500,Retail/Services,,,,,,,,,,,,,,,,,,
,,Payroll and Timekeeping Clerks,150402.5887,,,Office and Admin Support,Job can be conducted virtually,45000,Office,,,,,,,,,,,,,,,,,,
,,Procurement Clerks,68941.24367,,,Office and Admin Support,Job can be conducted virtually,42700,Office,,,,,,,,,,,,,,,,,,
,,Tellers,466229.669,,,Office and Admin Support,"Cannot work remotely, non-essential",29500,Retail/Services,,,,,,,,,,,,,,,,,,
,,"Financial Clerks, All Other",37511.97986,,,Office and Admin Support,Job can be conducted virtually,41300,Office,,,,,,,,,,,,,,,,,,
,,Brokerage Clerks,56132.55636,,,Office and Admin Support,Job can be conducted virtually,51400,Office,,,,,,,,,,,,,,,,,,
,,Correspondence Clerks,5409.738699,,,Office and Admin Support,Job can be conducted virtually,37300,Office,,,,,,,,,,,,,,,,,,
,,"Court, Municipal, and License Clerks",144830.7913,,,Office and Admin Support,Job can be made virtual with institutional investments and planning,38300,Institutional,,,,,,,,,,,,,,,,,,
,,"Credit Authorizers, Checkers, and Clerks",30407.27352,,,Office and Admin Support,Job can be conducted virtually,38900,Office,,,,,,,,,,,,,,,,,,
,,Customer Service Representatives,2932877.148,,,Office and Admin Support,Job can be conducted virtually,33700,Office,,,,,,,,,,,,,,,,,,
,,"Eligibility Interviewers, Government Programs",140813.8564,,,Office and Admin Support,Job can be made virtual with institutional investments and planning,46000,Institutional,,,,,,,,,,,,,,,,,,
,,File Clerks,123499.2237,,,Office and Admin Support,Job can be made virtual with institutional investments and planning,31800,Office,,,,,,,,,,,,,,,,,,
,,"Hotel, Motel, and Resort Desk Clerks",260636.1277,,,Office and Admin Support,"Cannot work remotely, non-essential",23700,Retail/Services,,,,,,,,,,,,,,,,,,
,,"Interviewers, Except Eligibility and Loan",224051.7833,,,Office and Admin Support,Job can be conducted virtually,34000,Office,,,,,,,,,,,,,,,,,,
,,"Library Assistants, Clerical",110436.4926,,,Office and Admin Support,Job can be made virtual with institutional investments and planning,26500,Institutional,,,,,,,,,,,,,,,,,,
,,Loan Interviewers and Clerks,223504.5726,,,Office and Admin Support,Job can be made virtual with institutional investments and planning,39900,Office,,,,,,,,,,,,,,,,,,
,,New Accounts Clerks,41211.1765,,,Office and Admin Support,Job can be conducted virtually,35800,Office,,,,,,,,,,,,,,,,,,
,,Order Clerks,170610.5808,,,Office and Admin Support,Job can be conducted virtually,33000,Office,,,,,,,,,,,,,,,,,,
,,"Human Resources Assistants, Except Payroll and Timekeeping",134780.3622,,,Office and Admin Support,Job can be conducted virtually,40400,Office,,,,,,,,,,,,,,,,,,
,,Receptionists and Information Clerks,1105462.818,,,Office and Admin Support,"Cannot work remotely, non-essential",29100,Office,,,,,,,,,,,,,,,,,,
,,Reservation and Transportation Ticket Agents and Travel Clerks,139073.5766,,,Office and Admin Support,"Cannot work remotely, non-essential",37000,Office,,,,,,,,,,,,,,,,,,
,,"Information and Record Clerks, All Other",177647.3435,,,Office and Admin Support,Job can be conducted virtually,40900,Office,,,,,,,,,,,,,,,,,,
,,Cargo and Freight Agents,95872.58457,,,Office and Admin Support,Job can be made virtual with institutional investments and planning,43200,Office,,,,,,,,,,,,,,,,,,
,,Couriers and Messengers,110986.3412,,,Office and Admin Support,"Cannot work remotely, essential",29300,Retail/Services,,,,,,,,,,,,,,,,,,
,,"Police, Fire, and Ambulance Dispatchers",99110.38524,,,Office and Admin Support,Job can be made virtual with institutional investments and planning,40600,Institutional,,,,,,,,,,,,,,,,,,
,,"Dispatchers, Except Police, Fire, and Ambulance",205362.3457,,,Office and Admin Support,Job can be made virtual with institutional investments and planning,39300,Institutional,,,,,,,,,,,,,,,,,,
,,"Meter Readers, Utilities",35082.43903,,,Office and Admin Support,"Cannot work remotely, non-essential",40400,Industrial,,,,,,,,,,,,,,,,,,
,,Postal Service Clerks,74381.11415,,,Office and Admin Support,"Cannot work remotely, essential",55300,Institutional,,,,,,,,,,,,,,,,,,
,,Postal Service Mail Carriers,329742.2473,,,Office and Admin Support,"Cannot work remotely, essential",55100,Institutional,,,,,,,,,,,,,,,,,,
,,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",99340.02065,,,Office and Admin Support,"Cannot work remotely, essential",58800,Institutional,,,,,,,,,,,,,,,,,,
,,"Production, Planning, and Expediting Clerks",367518.2242,,,Office and Admin Support,Job can be conducted virtually,47400,Industrial,,,,,,,,,,,,,,,,,,
,,"Shipping, Receiving, and Traffic Clerks",669235.4972,,,Office and Admin Support,Job can be conducted virtually,33000,Institutional,,,,,,,,,,,,,,,,,,
,,Stock Clerks and Order Fillers,2071731.031,,,Office and Admin Support,"Cannot work remotely, non-essential",25700,Retail/Services,,,,,,,,,,,,,,,,,,
,,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",67785.47142,,,Office and Admin Support,Job can be conducted virtually,32300,Industrial,,,,,,,,,,,,,,,,,,
,,Executive Secretaries and Executive Administrative Assistants,594367.1582,,,Office and Admin Support,Job can be conducted virtually,59300,Office,,,,,,,,,,,,,,,,,,
,,Legal Secretaries,179367.2318,,,Office and Admin Support,Job can be conducted virtually,46300,Office,,,,,,,,,,,,,,,,,,
,,Medical Secretaries,605100.8424,,,Office and Admin Support,Job can be conducted virtually,35800,Office,,,,,,,,,,,,,,,,,,
,,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2607967.808,,,Office and Admin Support,Job can be conducted virtually,36500,Office,,,,,,,,,,,,,,,,,,
,,Computer Operators,37591.98338,,,Office and Admin Support,Job can be made virtual with institutional investments and planning,45200,Office,,,,,,,,,,,,,,,,,,
,,Data Entry Keyers,188822.5233,,,Office and Admin Support,Job can be made virtual with institutional investments and planning,32100,Office,,,,,,,,,,,,,,,,,,
,,Word Processors and Typists,77489.81167,,,Office and Admin Support,Job can be conducted virtually,37900,Office,,,,,,,,,,,,,,,,,,
,,Desktop Publishers,11720.10978,,,Office and Admin Support,Job can be conducted virtually,43300,Office,,,,,,,,,,,,,,,,,,
,,Insurance Claims and Policy Processing Clerks,276245.0821,,,Office and Admin Support,Job can be conducted virtually,39700,Office,,,,,,,,,,,,,,,,,,
,,"Mail Clerks and Mail Machine Operators, Except Postal Service",95010.41497,,,Office and Admin Support,"Cannot work remotely, essential",30400,Institutional,,,,,,,,,,,,,,,,,,
,,"Office Clerks, General",3421678.816,,,Office and Admin Support,"Cannot work remotely, non-essential",32700,Office,,,,,,,,,,,,,,,,,,
,,"Office Machine Operators, Except Computer",50817.01933,,,Office and Admin Support,"Cannot work remotely, non-essential",32800,Office,,,,,,,,,,,,,,,,,,
,,Proofreaders and Copy Markers,11856.67299,,,Office and Admin Support,Job can be conducted virtually,38100,Office,,,,,,,,,,,,,,,,,,
,,Statistical Assistants,12118.46431,,,Office and Admin Support,Job can be conducted virtually,48300,Office,,,,,,,,,,,,,,,,,,
,,"Office and Administrative Support Workers, All Other",272389.8692,,,Office and Admin Support,Job can be conducted virtually,35100,Office,,,,,,,,,,,,,,,,,,
,,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",62786.68727,,,"Farming, Fishing, and Forestry","Cannot work remotely, essential",46100,Other/Mixed,,,,,,,,,,,,,,,,,,
,,Agricultural Inspectors,15233.22339,,,"Farming, Fishing, and Forestry","Cannot work remotely, essential",44100,Other/Mixed,,,,,,,,,,,,,,,,,,
,,Animal Breeders,3711.035054,,,"Farming, Fishing, and Forestry","Cannot work remotely, essential",37000,Other/Mixed,,,,,,,,,,,,,,,,,,
,,"Graders and Sorters, Agricultural Products",57227.05287,,,"Farming, Fishing, and Forestry","Cannot work remotely, non-essential",24400,Other/Mixed,,,,,,,,,,,,,,,,,,
,,Agricultural Equipment Operators,72240.97165,,,"Farming, Fishing, and Forestry","Cannot work remotely, essential",31000,Other/Mixed,,,,,,,,,,,,,,,,,,
,,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",655128.9681,,,"Farming, Fishing, and Forestry","Cannot work remotely, essential",24300,Other/Mixed,,,,,,,,,,,,,,,,,,
,,"Farmworkers, Farm, Ranch, and Aquacultural Animals",177083.3271,,,"Farming, Fishing, and Forestry","Cannot work remotely, essential",25900,Other/Mixed,,,,,,,,,,,,,,,,,,
,,"Agricultural Workers, All Other",78865.39827,,,"Farming, Fishing, and Forestry","Cannot work remotely, essential",29200,Other/Mixed,,,,,,,,,,,,,,,,,,
,,Fishers and Related Fishing Workers,22571.93495,,,"Farming, Fishing, and Forestry","Cannot work remotely, essential",32800,Other/Mixed,,,,,,,,,,,,,,,,,,
,,Hunters and Trappers,9353.436153,,,"Farming, Fishing, and Forestry","Cannot work remotely, essential",34900,Other/Mixed,,,,,,,,,,,,,,,,,,
,,Forest and Conservation Workers,16689.62915,,,"Farming, Fishing, and Forestry","Cannot work remotely, essential",27700,Other/Mixed,,,,,,,,,,,,,,,,,,
,,Fallers,7242.006569,,,"Farming, Fishing, and Forestry","Cannot work remotely, non-essential",41000,Other/Mixed,,,,,,,,,,,,,,,,,,
,,Logging Equipment Operators,39206.29197,,,"Farming, Fishing, and Forestry","Cannot work remotely, essential",36800,Industrial,,,,,,,,,,,,,,,,,,
,,Log Graders and Scalers,3936.069492,,,"Farming, Fishing, and Forestry","Cannot work remotely, essential",37600,Industrial,,,,,,,,,,,,,,,,,,
,,"Logging Workers, All Other",5311.651946,,,"Farming, Fishing, and Forestry","Cannot work remotely, essential",37300,Industrial,,,,,,,,,,,,,,,,,,
,,First-Line Supervisors of Construction Trades and Extraction Workers,718786.7246,,,Construction and Extraction,"Cannot work remotely, essential",61400,Industrial,,,,,,,,,,,,,,,,,,
,,Boilermakers,15512.08748,,,Construction and Extraction,"Cannot work remotely, essential",62200,Industrial,,,,,,,,,,,,,,,,,,
,,Brickmasons and Blockmasons,84910.39992,,,Construction and Extraction,"Cannot work remotely, essential",46500,Industrial,,,,,,,,,,,,,,,,,,
,,Stonemasons,16886.38678,,,Construction and Extraction,"Cannot work remotely, essential",38200,Industrial,,,,,,,,,,,,,,,,,,
,,Carpenters,1095419.879,,,Construction and Extraction,"Cannot work remotely, essential",42200,Industrial,,,,,,,,,,,,,,,,,,
,,Carpet Installers,39065.21006,,,Construction and Extraction,"Cannot work remotely, essential",37700,Industrial,,,,,,,,,,,,,,,,,,
,,"Floor Layers, Except Carpet, Wood, and Hard Tiles",22035.79733,,,Construction and Extraction,"Cannot work remotely, essential",40300,Industrial,,,,,,,,,,,,,,,,,,
,,Floor Sanders and Finishers,7192.451014,,,Construction and Extraction,"Cannot work remotely, essential",35100,Industrial,,,,,,,,,,,,,,,,,,
,,Tile and Marble Setters,61976.88383,,,Construction and Extraction,"Cannot work remotely, essential",39500,Industrial,,,,,,,,,,,,,,,,,,
,,Cement Masons and Concrete Finishers,198025.3609,,,Construction and Extraction,"Cannot work remotely, essential",42600,Industrial,,,,,,,,,,,,,,,,,,
,,Terrazzo Workers and Finishers,3053.311949,,,Construction and Extraction,"Cannot work remotely, essential",42100,Industrial,,,,,,,,,,,,,,,,,,
,,Construction Laborers,1474523.322,,,Construction and Extraction,"Cannot work remotely, essential",33600,Industrial,,,,,,,,,,,,,,,,,,
,,"Paving, Surfacing, and Tamping Equipment Operators",50466.24794,,,Construction and Extraction,"Cannot work remotely, essential",39500,Industrial,,,,,,,,,,,,,,,,,,
,,Pile-Driver Operators,3900.950364,,,Construction and Extraction,"Cannot work remotely, essential",58100,Industrial,,,,,,,,,,,,,,,,,,
,,Operating Engineers and Other Construction Equipment Operators,406660.0909,,,Construction and Extraction,"Cannot work remotely, essential",47500,Industrial,,,,,,,,,,,,,,,,,,
,,Drywall and Ceiling Tile Installers,133776.6125,,,Construction and Extraction,"Cannot work remotely, essential",40900,Industrial,,,,,,,,,,,,,,,,,,
,,Tapers,24732.48311,,,Construction and Extraction,"Cannot work remotely, essential",51000,Industrial,,,,,,,,,,,,,,,,,,
,,Electricians,744281.1504,,,Construction and Extraction,"Cannot work remotely, essential",54000,Industrial,,,,,,,,,,,,,,,,,,
,,Glaziers,55365.495,,,Construction and Extraction,"Cannot work remotely, essential",43400,Industrial,,,,,,,,,,,,,,,,,,
,,"Insulation Workers, Floor, Ceiling, and Wall",34392.80118,,,Construction and Extraction,"Cannot work remotely, essential",38200,Industrial,,,,,,,,,,,,,,,,,,
,,"Insulation Workers, Mechanical",26999.75541,,,Construction and Extraction,"Cannot work remotely, essential",47400,Industrial,,,,,,,,,,,,,,,,,,
,,"Painters, Construction and Maintenance",423914.525,,,Construction and Extraction,"Cannot work remotely, essential",35100,Industrial,,,,,,,,,,,,,,,,,,
,,Paperhangers,4797.153456,,,Construction and Extraction,"Cannot work remotely, essential",35100,Industrial,,,,,,,,,,,,,,,,,,
,,Pipelayers,45516.41971,,,Construction and Extraction,"Cannot work remotely, essential",38400,Industrial,,,,,,,,,,,,,,,,,,
,,"Plumbers, Pipefitters, and Steamfitters",507758.9658,,,Construction and Extraction,"Cannot work remotely, essential",52100,Industrial,,,,,,,,,,,,,,,,,,
,,Plasterers and Stucco Masons,31715.49215,,,Construction and Extraction,"Cannot work remotely, essential",41700,Industrial,,,,,,,,,,,,,,,,,,
,,Reinforcing Iron and Rebar Workers,25313.44232,,,Construction and Extraction,"Cannot work remotely, essential",45000,Industrial,,,,,,,,,,,,,,,,,,
,,Roofers,166023.4423,,,Construction and Extraction,"Cannot work remotely, essential",37800,Industrial,,,,,,,,,,,,,,,,,,
,,Sheet Metal Workers,143481.8216,,,Construction and Extraction,"Cannot work remotely, essential",47600,Industrial,,,,,,,,,,,,,,,,,,
,,Structural Iron and Steel Workers,81944.85609,,,Construction and Extraction,"Cannot work remotely, essential",53700,Industrial,,,,,,,,,,,,,,,,,,
,,Solar Photovoltaic Installers,13589.03937,,,Construction and Extraction,"Cannot work remotely, essential",42000,Industrial,,,,,,,,,,,,,,,,,,
,,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",25143.60422,,,Construction and Extraction,"Cannot work remotely, essential",33400,Industrial,,,,,,,,,,,,,,,,,,
,,Helpers--Carpenters,35182.6269,,,Construction and Extraction,"Cannot work remotely, essential",30900,Industrial,,,,,,,,,,,,,,,,,,
,,Helpers--Electricians,79491.82156,,,Construction and Extraction,"Cannot work remotely, essential",31400,Industrial,,,,,,,,,,,,,,,,,,
,,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",11538.40649,,,Construction and Extraction,"Cannot work remotely, essential",29900,Industrial,,,,,,,,,,,,,,,,,,
,,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",57812.47317,,,Construction and Extraction,"Cannot work remotely, essential",31000,Industrial,,,,,,,,,,,,,,,,,,
,,Helpers--Roofers,9240.923039,,,Construction and Extraction,"Cannot work remotely, essential",30400,Industrial,,,,,,,,,,,,,,,,,,
,,"Helpers, Construction Trades, All Other",29188.29949,,,Construction and Extraction,"Cannot work remotely, essential",30500,Industrial,,,,,,,,,,,,,,,,,,
,,Construction and Building Inspectors,114625.6422,,,Construction and Extraction,Job can be made virtual with institutional investments and planning,58800,Industrial,,,,,,,,,,,,,,,,,,
,,Elevator Installers and Repairers,28008.25267,,,Construction and Extraction,"Cannot work remotely, essential",79800,Industrial,,,,,,,,,,,,,,,,,,
,,Fence Erectors,30281.71709,,,Construction and Extraction,"Cannot work remotely, essential",35000,Industrial,,,,,,,,,,,,,,,,,,
,,Hazardous Materials Removal Workers,47018.2368,,,Construction and Extraction,"Cannot work remotely, essential",42000,Industrial,,,,,,,,,,,,,,,,,,
,,Highway Maintenance Workers,149732.7643,,,Construction and Extraction,"Cannot work remotely, essential",39700,Industrial,,,,,,,,,,,,,,,,,,
,,Rail-Track Laying and Maintenance Equipment Operators,16041.68033,,,Construction and Extraction,"Cannot work remotely, essential",56900,Industrial,,,,,,,,,,,,,,,,,,
,,Septic Tank Servicers and Sewer Pipe Cleaners,32553.97644,,,Construction and Extraction,"Cannot work remotely, essential",38800,Industrial,,,,,,,,,,,,,,,,,,
,,Miscellaneous Construction and Related Workers,41824.97482,,,Construction and Extraction,"Cannot work remotely, essential",38600,Industrial,,,,,,,,,,,,,,,,,,
,,"Derrick Operators, Oil and Gas",11914.00968,,,Construction and Extraction,"Cannot work remotely, essential",46100,Industrial,,,,,,,,,,,,,,,,,,
,,"Rotary Drill Operators, Oil and Gas",18674.62559,,,Construction and Extraction,"Cannot work remotely, essential",53800,Industrial,,,,,,,,,,,,,,,,,,
,,"Service Unit Operators, Oil, Gas, and Mining",53266.38991,,,Construction and Extraction,"Cannot work remotely, essential",47900,Industrial,,,,,,,,,,,,,,,,,,
,,"Earth Drillers, Except Oil and Gas",20270.92608,,,Construction and Extraction,"Cannot work remotely, essential",44200,Industrial,,,,,,,,,,,,,,,,,,
,,"Explosives Workers, Ordnance Handling Experts, and Blasters",23471.396,,,Construction and Extraction,"Cannot work remotely, essential",49900,Industrial,,,,,,,,,,,,,,,,,,
,,Continuous Mining Machine Operators,15072.94264,,,Construction and Extraction,"Cannot work remotely, essential",54300,Industrial,,,,,,,,,,,,,,,,,,
,,Mine Cutting and Channeling Machine Operators,5246.91289,,,Construction and Extraction,"Cannot work remotely, essential",46900,Industrial,,,,,,,,,,,,,,,,,,
,,"Mining Machine Operators, All Other",3565.190787,,,Construction and Extraction,"Cannot work remotely, essential",51100,Industrial,,,,,,,,,,,,,,,,,,
,,"Rock Splitters, Quarry",5257.122527,,,Construction and Extraction,"Cannot work remotely, essential",35300,Industrial,,,,,,,,,,,,,,,,,,
,,"Roof Bolters, Mining",3387.35136,,,Construction and Extraction,"Cannot work remotely, essential",57900,Industrial,,,,,,,,,,,,,,,,,,
,,"Roustabouts, Oil and Gas",58831.39715,,,Construction and Extraction,"Cannot work remotely, essential",37600,Industrial,,,,,,,,,,,,,,,,,,
,,Helpers--Extraction Workers,17542.12296,,,Construction and Extraction,"Cannot work remotely, essential",37100,Industrial,,,,,,,,,,,,,,,,,,
,,"Extraction Workers, All Other",6795.646609,,,Construction and Extraction,"Cannot work remotely, essential",55800,Industrial,,,,,,,,,,,,,,,,,,
,,"First-Line Supervisors of Mechanics, Installers, and Repairers",495846.4345,,,"Installation, Maintenance, and Repair","Cannot work remotely, essential",66000,Industrial,,,,,,,,,,,,,,,,,,
